citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
brinchmadsen1984,"Metal-casting. Techniques, Production and Workshops. Ribe Excavations",1984,F2,book,Brinch Madsen H.,,0.889,4,0,False
capelle1971,Modeln der Merowinger-und Wikingerzeit,1971,F2,article,Capelle Torsten,10.1515/9783112311363-005,0.917,1,0,False
christophersen1980,Håndverket i forandring. studier i horn-og beinhåndverkets utvikling i lund ca. 1000-1350,1980,F2,article,Christophersen Axel,,0.75,2,0,False
de1979,"On Diverse Arts. The Foremost Medieval Treatise on Painting, Glassmaking and Metalwork. Translated from Latin with Introduction and Notes by",1979,F2,book,De,,0.889,2,0,False
dungworth2000,A note on the analysis of crucibles and moulds. Historical Metallurgy,2000,F2,article,Dungworth D.,,0.833,1,0,False
feveile1994,Støbeforme til ovale skålspaender fra ribe -fragmenter af en produktion. hovedfagsspeciale. institutt for forhistorisk arkaeologi,1994,F2,book,Feveile Claus,,0.778,2,0,False
gosselain1998,Social and Technical Identity in a Clay Crystal Ball,1998,F2,incollection,Gosselain O. P.,,0.917,1,0,False
grieg1922,Smedverktøi i norske gravfund,1922,F2,article,Grieg Sigurd,,0.833,2,0,False
hedegaard2005,Casting Trefoil Brooches,2005,F2,book,Hedegaard K. R.,,0.778,3,0,False
jones2006,Chemical (rare Earth Element) Analysis of Viking Steatite Artefacts From Kaupang: A Preliminary Report,2006,F2,book,Jones Rees,,0.667,1,0,False
jouttijarvi2006,Klaeberstensforme fra Kaupang. Heimdal-archaeometry. Unpublished report,2006,F2,book,Jouttijärvi Arne,,0.667,4,0,False
jouttijarvi2007,Kobberlegeringer fra Kaupang. Heimdal-archaeometry,2007,F2,book,Jouttijärvi Arne,,0.667,2,0,False
paulsen1936,Der Goldschatz von Hiddensee,1936,F2,article,Paulsen Peter,,0.75,2,0,False
pedersen2000,"En analyse av vektloddsmaterialet fra kaupang og sørøst-norge. hovedfagsoppgave i nordisk arkeologi. institutt for arkeologi, kunsthistorie og konservering",2000,F2,book,Pedersen Unn,,0.667,2,0,False
pilo2000,Innberetning fra undersøkelse av traséer for sykkel-/gangvei og avløp i bosetningsområdet på kaupang,2000,F2,book,Pilø LARS,,0.778,1,0,False
skjolsvold1951,Et eiendommelig smedgravfunn fra Mysen. Universitetets Oldsaksamling Årbok 1949-1950,1951,F2,book,Skjølsvold Arne,,0.667,1,0,False
sperber1990,Metrology of the Weights from the Birka Excavations 1990-1995: An Introduction and Presentation of the Material,1990,F2,incollection,Sperber Erik,,0.833,1,0,False
vince2011,"Characterisation Studies of Pottery, Industrial Ceramics and Fired Clay",2011,F2,incollection,Vince A. G.,10.2307/jj.608256.13,0.917,1,0,False
augenti2011,"Life, death and memory. I: The Archaeology of Medieval Europe",2011,F2,book,Augenti A.,,0.778,1,0,False
bilge2013,Intersectionality Undone. Saving Intersectionality from Feminist Intersectionality Studies,2013,F2,article,Bilge S.,,0.917,1,0,False
bowleg2008,When Black + Lesbian + Woman # Black Lesbian Woman: The Methodological Challanges of Qualitative and Quantitative Intersectionality Research,2008,F2,article,Bowleg Lisa,10.1007/s11199-008-9400-z,1.0,1,0,False
back2018,Gravar och bebyggelse I Bäckby,2018,F2,article,Bäck Märtha Norr,,0.667,1,0,False
collins2016,,2016,F2,misc,Collins P. H.,,0.5,1,0,False
davis2008,Intersectionality as a Buzzword: A Sociology of Science Perspective on What Makes a Feminist Theory Successfull,2008,F2,article,Davis K.,,0.917,1,0,False
diazandreu2005,"Introduction. I Archaeology of Identity: Approaches to Gender, Age, Status, Ethnicity and Religion",2005,F2,book,Díaz-Andreu Margarita,,0.778,1,0,False
evans1997,The Lords of Battle. Image and reality of the Comitatus in Dark-Age Britain,1997,F2,book,Evans S.,,0.889,2,0,False
goldhahn2007,"Rituelle spesialister i bronse-og jernalderen. 2, transformatøren: ildens mester i jernalderen",2007,F2,book,Goldhahn Joakim,,0.778,1,0,False
holmquist1990,"Älgmannen"" från birka: presentation av en nyligen undersökt krigargrav med männiksooffer",1990,F2,article,Holmquist Lena,,0.833,1,0,False
holmquist1993,Aspects on Birka: investigations and surveys 1976-1989,1993,F2,book,Holmquist Lena,,0.889,1,0,False
holmquist2001,"Birkas befästningsverk -resultat från de senaste årens utgrävningar. i: birkas krigare, m. olausson (red.), s. 9-15. arkeologiska forskningslaboratoriet, stockholms universitet",2001,F2,book,Holmquist Lena,,0.778,1,0,False
holmquist1998,Krigarnas hus: arkeologisk undersökning av ett hallhus i Birkas Garnison: RAÄ 35,1998,F2,book,Holmquist Lena,,0.778,1,0,False
holmquist2009,"The Martial Society: Aspects of Warriors, Fortifications and Social Change in Scandinavia",2009,F2,book,Holmquist Lena,,0.778,2,0,False
inall2014,Spoiling for a Fight: Using spear typologies to identify aspects of warrior identity and fighting style in Iron Age south Italy. I Fingerprinting the Iron Age: approaches to identity in the European Iron Age: integrating South-Eastern Europe into the debate,2014,F2,book,Inall Y.,,0.889,1,0,False
kaliff1992,Brandgravskick och föreställningsvärld: en religionsarkeologisk diskussion,1992,F2,article,Kaliff Anders,,0.667,1,0,False
kristiansen1999,"Symbolic structures and social institutions. The twin rulers in Bronze Age Europe. I: Gustafsson, Anders & Karlsson, Håkan (red.) Glyfer och arkeologiska rum -en vänbok till Jarl Nordbladh",1999,F2,article,Kristiansen Karsten,,0.778,2,0,False
laneri2007,Performing Death: Social Analyses of Funerary Traditions in the Ancient near East and Mediterranean,2007,F2,book,Laneri N.,,0.778,1,0,False
nelson2007,Identity and Subsistence: Gender Strategies for Archaeology,2007,F2,book,Nelson S. M.,,0.889,1,0,False
olausson2001,Birkas Krigare. Arkeologiska Forskningslaboratoriet,2001,F2,book,Olausson Michael,,0.667,1,0,False
popa2014,Fingerprinting the Iron Age: approaches to identity in the European Iron Age : integrating South-Eastern Europe into the debate,2014,F2,book,Popa C. N.,,0.778,1,0,False
schietzel1963,Spurensuche Haithabu: archäologische Spurensuche in der frühmittelalterlichen Ansiedlung Haithabu: Dokumentation und Chronik,1963,F2,book,Schietzel K.,,0.667,1,0,False
thedeen2011,Vem är flickan i graven bredvid? konstruktion av kvinnlig barndom under vikingatid på gotland. i: spåren av de små: arkeologiska perspektiv på barn och barndom,2011,F2,book,Thedéen Susanne,,0.778,1,0,False
vennatro2016,"Vitenskapsmuseet arkeologisk rapport 2016/12. Våpengrav fra vikingtid på Mannsfjellet, Osltad, Skaun kommune",2016,F2,book,Vennatrø R.,,0.889,1,0,False
yotov2016,Traces of the presence of Scandinavian warriors in the Balkans. I Byzantium and the Viking world,2016,F2,book,Yotov V.,,0.889,1,0,False
ashede2015,Desiring Hermaphrodites: The Relationships of Hermaphroditus in Roman Group Scenes,2015,F2,book,Åshede L.,,0.889,1,0,False
aagard1984,Birka II: 1. Untersuchungen und Studien,1984,F2,article,Aagård G. B.,,0.75,1,0,False
arbman1960,Skandinavisches Handwerk in Rußland zur Wikingerzeit,1960,F2,incollection,Arbman Holger,,0.75,1,0,False
bjeletskij1998,О лично-родовых знаках князей-Рюриковичей X-XI вв,1998,F2,incollection,Bjeletskij S. V.,,0.75,1,0,False
capelle1962,Eine barocke Silberspange aus Birka,1962,F2,article,Capelle Torsten,,0.833,1,0,False
dellepiane2009,"Scuola di Dottorato in Ingegneria ""Leonardo da Vinci"". Corso di Dottorato di Ricerca in Ingegneria dell'Informazione. Tesi di Dottorato di Ricerca",2009,F2,incollection,Dellepiane M.,,0.667,1,0,False
edberg2001,Jaroslav den vise och Djingis Khan,2001,F2,article,Edberg Rune,,0.833,1,0,False
eniosova2008,Arabic coins as a silver source for Slavonic and Scandinavian jewellers in the tenth century AD. I,2008,F2,incollection,Eniosova Natalia V,10.1007/978-3-642-14678-7_84,0.917,2,0,False
gingerich2014,Fluted Point Manufacture in Eastern North America: An Assessment of Form and Technology Using Traditional Metrics and 3d Digital Morphometrics,2014,F2,article,Gingerich Jam,10.1080/00438243.2014.892437,1.0,1,0,False
hermon2008,Reasoning in 3d: a critical appraisal of the role of 3d modelling and virtual reconstructions in archaeology,2008,F2,incollection,Hermon S.,,0.833,1,0,False
jolshin2012,Княжеские знаки Владимира на кирпичах Десятинной церкви в Киеве,2012,F2,book,Jolshin D. D.,,0.667,1,0,False
klindtjensen1965,Vikingetidens kunst,1965,F2,book,Klindt-Jensen Ole,,0.778,1,0,False
neiss2005,[CORRUPTED: garbled affiliation plus a real 2007 Neiss citation] - needs manual review vs Neiß et al 2016,2005,F2,thesis,Neiß M.,,0.75,0,0,False
neiss2006,Fixeringsbilder inom en vikingatida praktspänneserie. Aarbøger for Nordisk Oldkyndighed og Historie,2006,F2,book,Neiß Michael,,0.667,2,0,False
neiss2009,A Matter of Standards: Iconography as a Quality Indicator for Viking Age Brooches,2009,F2,article,Neiß Michael,,0.917,1,0,False
neiss2010,Vexierbilder von Vestervan. Versuch einer methodischen Motividentifikation für wikingerzeitliche Kleinkunst,2010,F2,article,Neiß Michael,,0.583,1,0,False
puskina1998,Первые гнездовские клады: история открытия и состав,1998,F2,article,Puškina T. A.,,0.75,1,0,False
scott2002,"Copper and Bronze in Art: Corrosion, Colorants, Conservation",2002,F2,article,Scott David A.,10.2307/1506788,0.889,1,0,False
shearer2012,Sexual Dimorphism in Human Browridge Volume Measured From 3d Models of Dry Crania: A New Digital Morphometrics Approach,2012,F2,article,Shearer Brian M.,10.1016/j.forsciint.2012.06.013,1.0,1,0,False
sholts2012,Flake Scar Patterns of Clovis Points Analyzed with a New Digital Morphometrics Approach: Evidence for Direct Transmission of Technological Knowledge Across Early North America,2012,F2,article,Sholts Sabrina B.,10.1016/j.forsciint.2011.11.016,1.0,1,0,False
sholts2010,Variation in the Measurement of Cranial Volume and Surface Area Using 3d Laser Scanning Technology,2010,F2,article,Sholts Sabrina B.,10.1111/j.1556-4029.2010.01380.x,1.0,1,0,False
sholts2011,Comparison of Coordinate Measurement Precision of Different Landmark Types on Human Crania Using a 3D Laser Scanner and a 3D Digitiser: Implications for Applications of Digital Morphometrics,2011,F2,article,Sholts Sabrina B.,10.1111/j.1556-4029.2011.01701.x,1.0,2,0,False
sotnikova1959,Russian coins of the X-XI centuries AD. Recent research and a corpus in commemoration the of the earliest Russian coinage,1959,F2,article,Sotnikova M. P.,,0.833,1,0,False
kastholm2008,Gårde fra yngre germansk jernalder og vikingetid ved Vestervang. ROMU: Årsskrift fra Roskilde Museum,2008,F2,book,Kastholm Thirup,,0.667,1,0,False
thunmark1974,Stämplar på gotländskt vikingasilver,1974,F2,article,Thunmark L.,,0.833,1,0,False
wiechmann2001,Reallexikon der germanischen Altertumskunde XIX,2001,F2,book,Wiechmann R. ;.,,0.778,1,0,False
wolters2006a,Verzinnen,2006,F2,incollection,Wolters J.,,0.917,1,0,False
ambrosiani2004,Eastern connections part Two: Numismatics and Metrology,2004,F2,book,Ambrosiani Björn,,0.667,1,0,False
eriksen2007,Kaupang in Skiringssal. Kaupang Excavation Project Publication Series,2007,F2,book,Eriksen Tore,,0.667,1,0,False
wiker2018,In prep. Glassperler fra Kaupang,2018,F2,thesis,Wiker Gry,,1.0,1,0,False
gareth2019,"Situation vacant: potter required in the newly founded late saxon<i>burh</i>of newark-on-trent, nottinghamshire",2019,F1,article,Perry Gareth J,10.1017/s0003581519000040,0.75,2,5,False
hallam2001,A Study on the Transformation of Shield Usage in Burial Contexts,2001,F2,misc,Hallam J.,,0.75,1,0,False
ekengren2006,Romerska dryckeskärl i Skandinaviska gravar från Romersk järnålder (ca 0-400 e.Kr.),2006,F2,book,Ekengren Fredrik,,0.667,1,0,False
rindal2004,"Haugen som gravplass, kultstad og maktsymbol i norrøne skriftlege kjelder",2004,F2,incollection,Rindal M.,,0.833,1,0,False
backdanielsson2008,Bodies and identities in the Scandinavian late Iron Age,2008,F2,incollection,Back Danielsson I.-M,,0.917,1,0,False
bennett1987,Gravenreligiös och social symbol. strukturer i folkvandringstidens gravskick i mälarområdet. theses and papers in north,1987,F2,article,Bennett A.,,0.833,3,0,False
carlsson2002,Viking Beads from Fröjel Port of Trade (CD Rom),2002,F2,book,Carlsson Dan,,0.778,2,0,False
fabech2004,Centrality in Old Norse mental landscapes: A dialogue between arranged and natural place?,2004,F2,incollection,Fabech Charlotte,,0.917,1,0,False
henderson1991,Det skjulte kjønn: patriarkal tradisjon og feministisk visjon i arkeologien belyst med fokus på en jernalderkonteks,1991,F2,article,Henderson J.,,0.833,1,0,False
hjorungdal1994,Poles Apart: Have There Been Any Male and Female Graves?,1994,F2,article,Hjørungdal Tove,10.37718/csa.1994.07,1.0,1,0,False
hovanta1995,Mannligt och kvinnligt i järnåldersgravar,1995,F2,article,Hovanta E.,,0.833,1,0,False
lagerholm2009,"En pärla gör ingen kvinna? en statistisk jämförelse mellan osteologisk bedömda gravar och dess gravgåvor under yngre järnåldern, huddinge: institutionen för kultur och kommunikation",2009,F2,book,Lagerholm E.,,0.667,1,0,False
mays1998,The Archaeology of Human Bones,1998,F2,book,Mays S.A.,,0.889,2,0,False
rosten2007,Personal Adornment and the Expression of Identity in Roman Britain: A Study of the Material Culture of Appearance (unpubl Phd Thesis,2007,F2,book,Rosten J.,,0.667,1,0,False
simpson2004,Ninth-century Dublin: the evidence unfolds (unpubl lecture presented at the Sixth Medieval Dublin Symposium,2004,F2,book,Simpson Linzi,,0.889,2,0,False
sindbaek2006,"Viking Age Wolin and Baltic Sea trade. Proposals, refusals, and engagements",2006,F2,incollection,Sindbaek Søren M.,,0.917,2,0,False
smyser1965,Ibn Fadlan's account of the Rus with some commentary and some allusions to Beowulf,1965,F2,incollection,Smyser H.,,0.917,1,0,False
stalsberg1987,Tradeswomen during the Viking Age,1987,F2,incollection,Stalsberg A.,,0.833,1,0,False
hansen2003,The Early Settlement of the Faroe Islands: The Creation of Cultural Identity,2003,F2,incollection,Hansen Stummann,10.1484/m.sem-eb.3.3831,0.778,1,0,False
thedeen2008,Who's that girl? The cultural construction of girlhood and the transition to womanhood in Viking Age Gotland,2008,F2,article,Thedéen Susanne,10.1179/cip.2009.1.1.78,1.0,1,0,False
dudo1998,Quentin: History of the Normans,1998,F2,article,Dudo,,0.667,1,0,False
gragas2000,,2000,F2,misc,Grágás I. I.,,0.5,1,0,False
grettirssaga1974,"Helgakvida Hundingsbana in fyrri: The first song of Helgi, the slayer of Hunding",1974,F2,article,Grettir's Saga,,0.75,1,0,False
layofharoldtransl1936,Old Norse Poems,1936,F2,book,Lay Of Harold ; Transl L. M.,,0.889,2,0,False
almqvist1965,Norrön niddiktning: traditionshistoriska studier i versmagi. 1. nid mot furstar,1965,F2,book,Almqvist Bo,,0.889,2,0,False
almqvist1974,:1-2. nid mot missionärer. senmedeltida nidtraditioner,1974,F2,incollection,Almqvist Bo,,0.75,2,0,False
betzig1982,"Despotism and Differential Reproduction: A Cross-Cultural Correla tion of Conflict Asymmetry, Hierarchy and Degree of Polygyny",1982,F2,article,Betzig Laura,10.1016/0162-3095(82)90050-4,1.0,2,0,False
brown2009,Bateman's Principles and Human Sex Roles,2009,F2,article,Brown Gillian R.,10.1016/j.tree.2009.02.005,1.0,1,0,False
camdennd,"Britain, or a Chorographicall Description of the Most Flourishing",1610,F2,book,Camden W.,,0.778,1,0,False
chagnon1988,"Life Histories, Blood Revenge, and Warfare in a Tribal Population",1988,F2,article,Chagnon Napoleon A.,10.1126/science.239.4843.985,1.0,1,0,False
clover1993,"Regardless of Sex: Men, Women, and Power in Early Northern Europe",1993,F2,article,Clover Carol J.,10.1525/rep.1993.44.1.99p0191t,0.917,8,0,False
coleman2015,Kvinner i vikingtid,2015,F2,book,Coleman Nancy,,0.778,3,0,False
colwell1988,"Sex ratios and intrasexual competition for mates in a sex-role reversed shorebird, wilson's phalarope (phalaropus tricolor)",1988,F2,article,Colwell Mark A.,10.1007/bf00300566,1.0,1,0,False
coupland2003,The Vikings on the continent in myth and history,2003,F2,article,Coupland Simon,10.1111/1468-229x.00258,1.0,2,0,False
debuse1999,The Effects of Sex Ratio on Sexual Competition in the European Lobster,1999,F2,article,Debuse Valerie J.,10.1006/anbe.1999.1213,1.0,1,0,False
dickemann1979,"Female Infanticide, Reproductive Strategies, and Social Stratification: A Preliminary Model",1979,F2,article,Dickemann M.,,0.917,2,0,False
downham2014,Vikings' Settlements in Ireland before 1014,2014,F2,incollection,Downham Clare,10.1163/9789004255128_002,0.917,2,0,False
ebel1993,Das konkubinat nach altwestnordischen quellen,1993,F2,article,Ebel Else,10.1515/9783110864649,0.833,1,0,False
ember1974,"Warfare, Sex Ratio, and Polygyny",1974,F2,article,Ember Melvin,10.2307/3773112,1.0,1,0,False
emlen1977,"Ecology, Sexual Selection, and the Evolution of Mating Systems",1977,F2,article,Emlen Stephen T.,10.1126/science.327542,1.0,2,0,False
falys2014,The human bone,2014,F2,incollection,Falys Ceri,,0.917,2,0,False
forsgren2004,Unusually Dynamic Sex Roles in a Fish,2004,F2,article,Forsgren Elisabet,10.1038/nature02562,1.0,1,0,False
fuglestvedt2014,Declaration on Behalf of an Archaeology of Sexe,2014,F2,article,Fuglestvedt Ingrid,,0.917,1,0,False
goetting2006,"Þegn"" and ""drengr"" in the Viking Age",2006,F2,article,Goetting L.,,0.917,1,0,False
griskevicius2012,"The Financial Consequences of Too Many Men: Sex Ratio Effects on Saving, Borrowing, and Spending",2012,F2,article,Griskevicius Vladas,10.1037/a0024761,1.0,1,0,False
hill1990,Wealhtheow' as a Foreign Slave: Some Continental Analogues,1990,F2,article,Hill T. D.,,0.833,1,0,False
hoglund1993,Costs and Consequences of Variation in the Size of Ruff Leks,1993,F2,article,Höglund J.,,0.833,1,0,False
hudson2004,Bare Branches: The Security Implications of Asia's Surplus Male Population,2004,F2,book,Hudson V.,,0.889,2,0,False
jacobsen1982,Sexual Irregularities in Medieval Scandinavia,1982,F2,incollection,Jacobsen G.,,0.917,2,0,False
jochens1980,The church and sexuality in medieval Iceland,1980,F2,article,Jochens Jóhanna,10.1016/0304-4181(80)90039-1,1.0,2,0,False
